富莱茵花园,东城,3室1厅,91.08,精装,中楼层,1995年建塔楼,东 南 北,房屋满五年
悠胜美苑,东城,2室1厅,104.69,简装,高楼层,2001年建塔楼,南,房屋满五年-近地铁
雍和家园一期,东城,3室2厅,158.28,简装,中楼层,板塔结合,西南,房屋满两年-近地铁
西革新里108号院,东城,2室1厅,57.39,精装,中楼层,1995年建板楼,东南,无标签
炮局头条,东城,2室1厅,58.43,精装,高楼层,1991年建板楼,南 北,房屋满五年-近地铁
景泰东里,东城,3室1厅,96.85,精装,低楼层,1994年建板塔结合,东 南,房屋满五年-近地铁
广渠家园,东城,2室1厅,60.79,简装,高楼层,2009年建板塔结合,南 北,房屋满五年-近地铁
中海紫御公馆,东城,2室2厅,91.9,精装,中楼层,2010年建板塔结合,南,房屋满五年-近地铁
东水井胡同,东城,3室1厅,93.11,简装,高楼层,2005年建板楼,东 西,房屋满五年-近地铁
安馨园,东城,1室1厅,61.77,精装,低楼层,板楼,南,近地铁
